date	subject	eventType	object
1981-03-22	J%C3%BCgderdemidiin_G%C3%BCrragchaa	JOINS	Salyut_6
1981-03-29	Soyuz_39_Spacecraft	SUPPORTS	Soyuz_39
1981-03-29	Vladimir_Dzhanibekov	JOINS	Soyuz_39
1981-03-29	J%C3%BCgderdemidiin_G%C3%BCrragchaa	JOINS	Soyuz_39
1981-03-29	Soyuz_39	DEPARTS	LEO
1981-03-29	Soyuz_39	ARRIVES	Earth
1981-04-12	Space_Shuttle_Columbia	SUPPORTS	STS-1
1981-04-12	Robert_L._Crippen	JOINS	STS-1
1981-04-12	John_Young_(astronaut)	JOINS	STS-1
1981-04-12	STS-1	DEPARTS	Earth
1981-04-12	STS-1	ARRIVES	LEO
1981-04-14	STS-1	DEPARTS	LEO
1981-04-14	STS-1	ARRIVES	Earth
1981-04-25	FGB-2	SUPPORTS	Kosmos_1267
1981-04-25	VA 0103/3	SUPPORTS	Kosmos_1267
1981-04-25	Kosmos_1267	DEPARTS	Earth
1981-04-25	Kosmos_1267	ARRIVES	LEO
1981-05-14	Soyuz_40_Spacecraft	SUPPORTS	Soyuz_40
1981-05-14	Leonid_Popov	JOINS	Soyuz_40
1981-05-14	Dumitru_Prunariu	JOINS	Soyuz_40
1981-05-14	Soyuz_40	DEPARTS	Earth
1981-05-14	Soyuz_40	ARRIVES	LEO
1981-05-14	Soyuz_40_Spacecraft	SUPPORTS	Salyut_6
1981-05-14	Leonid_Popov	JOINS	Salyut_6
1981-05-14	Dumitru_Prunariu	JOINS	Salyut_6
1981-05-22	Soyuz_40_Spacecraft	SUPPORTS	Soyuz_40
1981-05-22	Leonid_Popov	JOINS	Soyuz_40
1981-05-22	Dumitru_Prunariu	JOINS	Soyuz_40
1981-05-22	Soyuz_40	DEPARTS	LEO
1981-05-22	Soyuz_40	ARRIVES	Earth
1981-05-24	Kosmos_1267 VA	ARRIVES	LEO
1981-05-24	VA 0103/3	SUPPORTS	Kosmos_1267 VA
1981-05-24	Kosmos_1267 VA	DEPARTS	LEO
1981-05-24	Kosmos_1267 VA	ARRIVES	Earth
1981-05-26	Soyuz_T-4_Spacecraft	SUPPORTS	Soyuz_T-4
1981-05-26	Vladimir_Kovalyonok	JOINS	Soyuz_T-4
1981-05-26	Viktor_Savinykh	JOINS	Soyuz_T-4
1981-05-26	Soyuz_T-4	DEPARTS	LEO
1981-05-26	Soyuz_T-4	ARRIVES	Earth
1981-06-19	FGB-2	SUPPORTS	Salyut_6
1981-06-19	Kosmos_1267	ENDS	
1981-11-12	Space_Shuttle_Columbia	SUPPORTS	STS-2
1981-11-12	Richard_H._Truly	JOINS	STS-2
1981-11-12	Joseph_H._Engle	JOINS	STS-2
1981-11-12	STS-2	DEPARTS	Earth
1981-11-12	STS-2	ARRIVES	LEO
1981-11-14	STS-2	DEPARTS	LEO
1981-11-14	STS-2	ARRIVES	Earth
1982-03-22	Space_Shuttle_Columbia	SUPPORTS	STS-3
1982-03-22	Jack_R._Lousma	JOINS	STS-3
1982-03-22	C._Gordon_Fullerton	JOINS	STS-3
1982-03-22	STS-3	DEPARTS	Earth
1982-03-22	STS-3	ARRIVES	LEO
1982-03-30	STS-3	DEPARTS	LEO
1982-03-30	STS-3	ARRIVES	Earth
1982-04-19	Salyut_7_Space_Station	SUPPORTS	Salyut_7
1982-04-19	Salyut_7	DEPARTS	Earth
1982-04-19	Salyut_7	ARRIVES	LEO
1982-05-12	Soyuz_T-5_Spacecraft	SUPPORTS	Soyuz_T-5
1982-05-12	Valentin_Lebedev	JOINS	Soyuz_T-5
1982-05-12	Anatoli_Brergovoy	JOINS	Soyuz_T-5
1982-05-12	Soyuz_T-5	DEPARTS	Earth
1982-05-12	Soyuz_T-5	ARRIVES	LEO
1982-05-12	Soyuz_T-5_Spacecraft	SUPPORTS	Salyut_7
1982-05-12	Valentin_Lebedev	JOINS	Salyut_7
1982-05-12	Anatoli_Brergovoy	JOINS	Salyut_7
1982-06-24	Soyuz_T-6_Spacecraft	SUPPORTS	Soyuz_T-6
1982-06-24	Vladimir_Dzhanibekov	JOINS	Soyuz_T-6
1982-06-24	Jean-Loup_Chr%C3%A9tien	JOINS	Soyuz_T-6
1982-06-24	Aleksandr_Ivanchenkov	JOINS	Soyuz_T-6
1982-06-24	Soyuz_T-6	DEPARTS	Earth
1982-06-24	Soyuz_T-6	ARRIVES	LEO
1982-06-24	Soyuz_T-6_Spacecraft	SUPPORTS	Salyut_7
1982-06-24	Vladimir_Dzhanibekov	JOINS	Salyut_7
1982-06-24	Jean-Loup_Chr%C3%A9tien	JOINS	Salyut_7
1982-06-24	Aleksandr_Ivanchenkov	JOINS	Salyut_7
1982-06-27	Space_Shuttle_Columbia	SUPPORTS	STS-4
1982-06-27	Thomas_K._Mattingly	JOINS	STS-4
1982-06-27	Henry_W._Hartsfield	JOINS	STS-4
1982-06-27	STS-4	DEPARTS	Earth
1982-06-27	STS-4	ARRIVES	LEO
1982-07-02	Soyuz_T-6_Spacecraft	SUPPORTS	Soyuz_T-6
1982-07-02	Vladimir_Dzhanibekov	JOINS	Soyuz_T-6
1982-07-02	Jean-Loup_Chr%C3%A9tien	JOINS	Soyuz_T-6
1982-07-02	Aleksandr_Ivanchenkov	JOINS	Soyuz_T-6
1982-07-02	Soyuz_T-6	DEPARTS	LEO
1982-07-02	Soyuz_T-6	ARRIVES	Earth
1982-07-04	STS-4	DEPARTS	LEO
1982-07-04	STS-4	ARRIVES	Earth
1982-07-29	Salyut_6	DEPARTS	LEO
1982-07-29	Salyut_6	ARRIVES	Sub_Orbital
1982-07-29	Salyut_6	ENDS	
1982-08-19	Soyuz_T-7_Spacecraft	SUPPORTS	Soyuz_T-7
1982-08-19	Svetlana_Savitskaya	JOINS	Soyuz_T-7
1982-08-19	Leonid_Popov	JOINS	Soyuz_T-7
1982-08-19	Aleksandr_Serebrov	JOINS	Soyuz_T-7
1982-08-19	Soyuz_T-7	DEPARTS	Earth
1982-08-19	Soyuz_T-7	ARRIVES	LEO
1982-08-19	Soyuz_T-7_Spacecraft	SUPPORTS	Salyut_7
1982-08-19	Svetlana_Savitskaya	JOINS	Salyut_7
1982-08-19	Leonid_Popov	JOINS	Salyut_7
1982-08-19	Aleksandr_Serebrov	JOINS	Salyut_7
1982-08-27	Soyuz_T-5_Spacecraft	SUPPORTS	Soyuz_T-5
1982-08-27	Svetlana_Savitskaya	JOINS	Soyuz_T-5
1982-08-27	Leonid_Popov	JOINS	Soyuz_T-5
1982-08-27	Aleksandr_Serebrov	JOINS	Soyuz_T-5
1982-08-27	Soyuz_T-5	DEPARTS	LEO
1982-08-27	Soyuz_T-5	ARRIVES	Earth
1982-11-11	Space_Shuttle_Columbia	SUPPORTS	STS-5
1982-11-11	William_B._Lenoir	JOINS	STS-5
1982-11-11	Vance_D._Brand	JOINS	STS-5
1982-11-11	Robert_F._Overmyer	JOINS	STS-5
1982-11-11	Joseph_P._Allen	JOINS	STS-5
1982-11-11	STS-5	DEPARTS	Earth
1982-11-11	STS-5	ARRIVES	LEO
1982-11-16	STS-5	DEPARTS	LEO
1982-11-16	STS-5	ARRIVES	Earth
1982-12-10	Soyuz_T-7_Spacecraft	SUPPORTS	Soyuz_T-7
1982-12-10	Valentin_Lebedev	JOINS	Soyuz_T-7
1982-12-10	Anatoli_Brergovoy	JOINS	Soyuz_T-7
1982-12-10	Soyuz_T-7	DEPARTS	LEO
1982-12-10	Soyuz_T-7	ARRIVES	Earth
1983-04-04	Space_Shuttle_Challenger	SUPPORTS	STS-6
1983-04-04	Paul_J._Weitz	JOINS	STS-6
1983-04-04	Karol_J._Bobko	JOINS	STS-6
1983-04-04	F._Story_Musgrave	JOINS	STS-6
1983-04-04	Donald_H._Peterson	JOINS	STS-6
1983-04-04	STS-6	DEPARTS	Earth
1983-04-04	STS-6	ARRIVES	LEO
1983-04-09	STS-6	DEPARTS	LEO
1983-04-09	STS-6	ARRIVES	Earth
1983-03-02	FGB-3	SUPPORTS	Kosmos_1443
1983-03-02	VA 0103/1	SUPPORTS	Kosmos_1443
1983-03-02	Kosmos_1443	DEPARTS	Earth
1983-03-02	Kosmos_1443	ARRIVES	LEO
1983-03-04	FGB-3	SUPPORTS	Salyut_7
1983-03-04	VA 0103/1	SUPPORTS	Salyut_7
1983-04-20	Soyuz_T-8_Spacecraft	SUPPORTS	Soyuz_T-8
1983-04-20	Vladimir_Titov	JOINS	Soyuz_T-8
1983-04-20	Gennadi_Strekalov	JOINS	Soyuz_T-8
1983-04-20	Aleksandr_Serebrov	JOINS	Soyuz_T-8
1983-04-20	Soyuz_T-8	DEPARTS	Earth
1983-04-20	Soyuz_T-8	ARRIVES	LEO
1983-04-22	Soyuz_T-8	DEPARTS	LEO
1983-04-22	Soyuz_T-8	ARRIVES	Earth
1983-06-18	Space_Shuttle_Challenger	SUPPORTS	STS-7
1983-06-18	Sally_K._Ride	JOINS	STS-7
1983-06-18	Robert_L._Crippen	JOINS	STS-7
1983-06-18	Norman_E._Thagard	JOINS	STS-7
1983-06-18	John_M._Fabian	JOINS	STS-7
1983-06-18	Frederick_H._Hauck	JOINS	STS-7
1983-06-18	STS-7	DEPARTS	Earth
1983-06-18	STS-7	ARRIVES	LEO
1983-06-24	STS-7	DEPARTS	LEO
1983-06-24	STS-7	ARRIVES	Earth
1983-06-26	Soyuz_T-9_Spacecraft	SUPPORTS	Soyuz_T-9
1983-06-26	Vladimir_Lyakhov	JOINS	Soyuz_T-9
1983-06-26	Aleksandr_Pavlovich_Aleksandrov	JOINS	Soyuz_T-9
1983-06-26	Soyuz_T-9	DEPARTS	Earth
1983-06-26	Soyuz_T-9	ARRIVES	LEO
1983-06-26	Soyuz_T-9_Spacecraft	SUPPORTS	Salyut_7
1983-06-26	Vladimir_Lyakhov	JOINS	Salyut_7
1983-06-26	Aleksandr_Pavlovich_Aleksandrov	JOINS	Salyut_7
1983-08-14	FGB-3	SUPPORTS	Kosmos_1443
1983-08-14	VA 0103/1	SUPPORTS	Kosmos_1443
1983-08-19	Kosmos_1443 VA	ARRIVES	LEO
1983-08-19	VA 0103/1	SUPPORTS	Kosmos_1443 VA
1983-08-23	Kosmos_1443 VA	DEPARTS	LEO
1983-08-23	Kosmos_1443 VA	ARRIVES	Earth
1983-08-30	Space_Shuttle_Challenger	SUPPORTS	STS-8
1983-08-30	William_E._Thornton	JOINS	STS-8
1983-08-30	Richard_H._Truly	JOINS	STS-8
1983-08-30	Guion_Bluford	JOINS	STS-8
1983-08-30	Daniel_C._Brandenstein	JOINS	STS-8
1983-08-30	Dale_A._Gardner	JOINS	STS-8
1983-08-30	STS-8	DEPARTS	Earth
1983-08-30	STS-8	ARRIVES	LEO
1983-09-05	STS-8	DEPARTS	LEO
1983-09-05	STS-8	ARRIVES	Earth
1983-09-19	Kosmos_1443	DEPARTS	LEO
1983-09-19	Kosmos_1443	ARRIVES	Sub_Orbital
1983-09-19	Kosmos_1443	ENDS	
1983-11-23	Soyuz_T-9_Spacecraft	SUPPORTS	Soyuz_T-9
1983-11-23	Vladimir_Lyakhov	JOINS	Soyuz_T-9
1983-11-23	Aleksandr_Pavlovich_Aleksandrov	JOINS	Soyuz_T-9
1983-11-23	Soyuz_T-9	DEPARTS	LEO
1983-11-23	Soyuz_T-9	ARRIVES	Earth
1983-11-28	Space_Shuttle_Columbia	SUPPORTS	STS-9
1983-11-28	Ulf_Merbold	JOINS	STS-9
1983-11-28	Robert_A._Parker	JOINS	STS-9
1983-11-28	Owen_K._Garriott	JOINS	STS-9
1983-11-28	John_Young_(astronaut)	JOINS	STS-9
1983-11-28	Byron_K._Lichtenberg	JOINS	STS-9
1983-11-28	Brewster_H._Shaw	JOINS	STS-9
1983-11-28	STS-9	DEPARTS	Earth
1983-11-28	STS-9	ARRIVES	LEO
1983-12-08	STS-9	DEPARTS	LEO
1983-12-08	STS-9	ARRIVES	Earth
1984-02-03	Space_Shuttle_Challenger	SUPPORTS	STS-41-B
1984-02-03	Vance_D._Brand	JOINS	STS-41-B
1984-02-03	Ronald_E._McNair	JOINS	STS-41-B
1984-02-03	Robert_L._Stewart	JOINS	STS-41-B
1984-02-03	Robert_L._Gibson	JOINS	STS-41-B
1984-02-03	Bruce_McCandless_II	JOINS	STS-41-B
1984-02-03	STS-41-B	DEPARTS	Earth
1984-02-03	STS-41-B	ARRIVES	LEO
1984-02-04	Soyuz_T-10_Spacecraft	SUPPORTS	Soyuz_T-10
1984-02-04	Vladimir_Solovyov_(cosmonaut)	JOINS	Soyuz_T-10
1984-02-04	Oleg_Atkov	JOINS	Soyuz_T-10
1984-02-04	Leonid_Kizim	JOINS	Soyuz_T-10
1984-02-04	Soyuz_T-10	DEPARTS	Earth
1984-02-04	Soyuz_T-10	ARRIVES	LEO
1984-02-04	Soyuz_T-10_Spacecraft	SUPPORTS	Salyut_7
1984-02-04	Vladimir_Solovyov_(cosmonaut)	JOINS	Salyut_7
1984-02-04	Oleg_Atkov	JOINS	Salyut_7
1984-02-04	Leonid_Kizim	JOINS	Salyut_7
1984-02-11	STS-41-B	DEPARTS	LEO
1984-02-11	STS-41-B	ARRIVES	Earth
1984-04-03	Soyuz_T-11_Spacecraft	SUPPORTS	Soyuz_T-11
1984-04-03	Yury_Malyshev_(cosmonaut)	JOINS	Soyuz_T-11
1984-04-03	Rakesh_Sharma	JOINS	Soyuz_T-11
1984-04-03	Gennadi_Strekalov	JOINS	Soyuz_T-11
1984-04-03	Soyuz_T-11	DEPARTS	Earth
1984-04-03	Soyuz_T-11	ARRIVES	LEO
1984-04-03	Soyuz_T-11_Spacecraft	SUPPORTS	Salyut_7
1984-04-03	Yury_Malyshev_(cosmonaut)	JOINS	Salyut_7
1984-04-03	Rakesh_Sharma	JOINS	Salyut_7
1984-04-03	Gennadi_Strekalov	JOINS	Salyut_7
1984-04-06	Space_Shuttle_Challenger	SUPPORTS	STS-41-C
1984-04-06	Terry_J._Hart	JOINS	STS-41-C
1984-04-06	Robert_L._Crippen	JOINS	STS-41-C
1984-04-06	James_van_Hoften	JOINS	STS-41-C
1984-04-06	George_D._Nelson	JOINS	STS-41-C
1984-04-06	Francis_R._Scobee	JOINS	STS-41-C
1984-04-06	STS-41-C	DEPARTS	Earth
1984-04-06	STS-41-C	ARRIVES	LEO
1984-04-11	Soyuz_T-10_Spacecraft	SUPPORTS	Soyuz_T-10
1984-04-11	Yury_Malyshev_(cosmonaut)	JOINS	Soyuz_T-10
1984-04-11	Rakesh_Sharma	JOINS	Soyuz_T-10
1984-04-11	Gennadi_Strekalov	JOINS	Soyuz_T-10
1984-04-11	Soyuz_T-10	DEPARTS	LEO
1984-04-11	Soyuz_T-10	ARRIVES	Earth
1984-04-13	STS-41-C	DEPARTS	LEO
1984-04-13	STS-41-C	ARRIVES	Earth
1984-07-17	Soyuz_T-12_Spacecraft	SUPPORTS	Soyuz_T-12
1984-07-17	Vladimir_Dzhanibekov	JOINS	Soyuz_T-12
1984-07-17	Svetlana_Savitskaya	JOINS	Soyuz_T-12
1984-07-17	Igor_Volk	JOINS	Soyuz_T-12
1984-07-17	Soyuz_T-12	DEPARTS	Earth
1984-07-17	Soyuz_T-12	ARRIVES	LEO
1984-07-17	Soyuz_T-12_Spacecraft	SUPPORTS	Salyut_7
1984-07-17	Vladimir_Dzhanibekov	JOINS	Salyut_7
1984-07-17	Svetlana_Savitskaya	JOINS	Salyut_7
1984-07-17	Igor_Volk	JOINS	Salyut_7
1984-07-29	Soyuz_T-12_Spacecraft	SUPPORTS	Soyuz_T-12
1984-07-29	Vladimir_Dzhanibekov	JOINS	Soyuz_T-12
1984-07-29	Svetlana_Savitskaya	JOINS	Soyuz_T-12
1984-07-29	Igor_Volk	JOINS	Soyuz_T-12
1984-07-29	Soyuz_T-12	DEPARTS	LEO
1984-07-29	Soyuz_T-12	ARRIVES	Earth
1984-08-30	Space_Shuttle_Discovery	SUPPORTS	STS-41-D
1984-08-30	Steven_A._Hawley	JOINS	STS-41-D
1984-08-30	Richard_M._Mullane	JOINS	STS-41-D
1984-08-30	Michael_L._Coats	JOINS	STS-41-D
1984-08-30	Judith_Resnik	JOINS	STS-41-D
1984-08-30	Henry_W._Hartsfield	JOINS	STS-41-D
1984-08-30	Charles_D._Walker	JOINS	STS-41-D
1984-08-30	STS-41-D	DEPARTS	Earth
1984-08-30	STS-41-D	ARRIVES	LEO
1984-09-05	STS-41-D	DEPARTS	LEO
1984-09-05	STS-41-D	ARRIVES	Earth
1984-10-02	Soyuz_T-11_Spacecraft	SUPPORTS	Soyuz_T-11
1984-10-02	Vladimir_Solovyov_(cosmonaut)	JOINS	Soyuz_T-11
1984-10-02	Oleg_Atkov	JOINS	Soyuz_T-11
1984-10-02	Leonid_Kizim	JOINS	Soyuz_T-11
1984-10-02	Soyuz_T-11	DEPARTS	LEO
1984-10-02	Soyuz_T-11	ARRIVES	Earth
1984-10-05	Space_Shuttle_Challenger	SUPPORTS	STS-41-G
1984-10-05	Sally_K._Ride	JOINS	STS-41-G
1984-10-05	Robert_L._Crippen	JOINS	STS-41-G
1984-10-05	Paul_D._Scully-Power	JOINS	STS-41-G
1984-10-05	Marc_Garneau	JOINS	STS-41-G
1984-10-05	Kathryn_D._Sullivan	JOINS	STS-41-G
1984-10-05	Jon_A._McBride	JOINS	STS-41-G
1984-10-05	David_C._Leestma	JOINS	STS-41-G
1984-10-05	STS-41-G	DEPARTS	Earth
1984-10-05	STS-41-G	ARRIVES	LEO
1984-10-13	STS-41-G	DEPARTS	LEO
1984-10-13	STS-41-G	ARRIVES	Earth
1984-11-08	Space_Shuttle_Discovery	SUPPORTS	STS-51-A
1984-11-08	Joseph_P._Allen	JOINS	STS-51-A
1984-11-08	Frederick_H._Hauck	JOINS	STS-51-A
1984-11-08	David_M._Walker_(astronaut)	JOINS	STS-51-A
1984-11-08	Dale_A._Gardner	JOINS	STS-51-A
1984-11-08	Anna_Lee_Fisher	JOINS	STS-51-A
1984-11-08	STS-51-A	DEPARTS	Earth
1984-11-08	STS-51-A	ARRIVES	LEO
1984-11-16	STS-51-A	DEPARTS	LEO
1984-11-16	STS-51-A	ARRIVES	Earth
1985-01-24	Space_Shuttle_Discovery	SUPPORTS	STS-51-C
1985-01-24	Thomas_K._Mattingly	JOINS	STS-51-C
1985-01-24	Loren_J._Shriver	JOINS	STS-51-C
1985-01-24	James_F._Buchli	JOINS	STS-51-C
1985-01-24	Gary_E._Payton	JOINS	STS-51-C
1985-01-24	Ellison_S._Onizuka	JOINS	STS-51-C
1985-01-24	STS-51-C	DEPARTS	Earth
1985-01-24	STS-51-C	ARRIVES	LEO
1985-01-27	STS-51-C	DEPARTS	LEO
1985-01-27	STS-51-C	ARRIVES	Earth
1985-04-12	Space_Shuttle_Discovery	SUPPORTS	STS-51-D
1985-04-12	S._David_Griggs	JOINS	STS-51-D
1985-04-12	M._Rhea_Seddon	JOINS	STS-51-D
1985-04-12	Karol_J._Bobko	JOINS	STS-51-D
1985-04-12	Jeffrey_A._Hoffman	JOINS	STS-51-D
1985-04-12	E._Jake_Garn	JOINS	STS-51-D
1985-04-12	Donald_E._Williams	JOINS	STS-51-D
1985-04-12	Charles_D._Walker	JOINS	STS-51-D
1985-04-12	STS-51-D	DEPARTS	Earth
1985-04-12	STS-51-D	ARRIVES	LEO
1985-04-19	STS-51-D	DEPARTS	LEO
1985-04-19	STS-51-D	ARRIVES	Earth
1985-04-29	Space_Shuttle_Challenger	SUPPORTS	STS-51-B
1985-04-29	William_E._Thornton	JOINS	STS-51-B
1985-04-29	Taylor_G._Wang	JOINS	STS-51-B
1985-04-29	Robert_F._Overmyer	JOINS	STS-51-B
1985-04-29	Norman_E._Thagard	JOINS	STS-51-B
1985-04-29	Lodewijk_van_den_Berg	JOINS	STS-51-B
1985-04-29	Frederick_D._Gregory	JOINS	STS-51-B
1985-04-29	Don_L._Lind	JOINS	STS-51-B
1985-04-29	STS-51-B	DEPARTS	Earth
1985-04-29	STS-51-B	ARRIVES	LEO
1985-05-06	STS-51-B	DEPARTS	LEO
1985-05-06	STS-51-B	ARRIVES	Earth
1985-06-05	Soyuz_T-13_Spacecraft	SUPPORTS	Soyuz_T-13
1985-06-05	Vladimir_Dzhanibekov	JOINS	Soyuz_T-13
1985-06-05	Viktor_Savinykh	JOINS	Soyuz_T-13
1985-06-05	Soyuz_T-13	DEPARTS	Earth
1985-06-05	Soyuz_T-13	ARRIVES	LEO
1985-06-05	Soyuz_T-13_Spacecraft	SUPPORTS	Salyut_7
1985-06-05	Vladimir_Dzhanibekov	JOINS	Salyut_7
1985-06-05	Viktor_Savinykh	JOINS	Salyut_7
1985-06-17	Space_Shuttle_Discovery	SUPPORTS	STS-51-G
1985-06-17	Sultan_bin_Salman_bin_Abdulaziz_Al_Saud	JOINS	STS-51-G
1985-06-17	Steven_R._Nagel	JOINS	STS-51-G
1985-06-17	Shannon_W._Lucid	JOINS	STS-51-G
1985-06-17	Patrick_Baudry	JOINS	STS-51-G
1985-06-17	John_O._Creighton	JOINS	STS-51-G
1985-06-17	John_M._Fabian	JOINS	STS-51-G
1985-06-17	Daniel_C._Brandenstein	JOINS	STS-51-G
1985-06-17	STS-51-G	DEPARTS	Earth
1985-06-17	STS-51-G	ARRIVES	LEO
1985-06-24	STS-51-G	DEPARTS	LEO
1985-06-24	STS-51-G	ARRIVES	Earth
1985-07-29	Space_Shuttle_Challenger	SUPPORTS	STS-51-F
1985-07-29	Roy_D._Bridges	JOINS	STS-51-F
1985-07-29	Loren_W._Acton	JOINS	STS-51-F
1985-07-29	Karl_G._Henize	JOINS	STS-51-F
1985-07-29	John-David_F._Bartoe	JOINS	STS-51-F
1985-07-29	F._Story_Musgrave	JOINS	STS-51-F
1985-07-29	C._Gordon_Fullerton	JOINS	STS-51-F
1985-07-29	Anthony_W._England	JOINS	STS-51-F
1985-07-29	STS-51-F	DEPARTS	Earth
1985-07-29	STS-51-F	ARRIVES	LEO
1985-08-06	STS-51-F	DEPARTS	LEO
1985-08-06	STS-51-F	ARRIVES	Earth
1985-08-27	Space_Shuttle_Discovery	SUPPORTS	STS-51-I
1985-08-27	William_F._Fisher	JOINS	STS-51-I
1985-08-27	Richard_O._Covey	JOINS	STS-51-I
1985-08-27	Joseph_H._Engle	JOINS	STS-51-I
1985-08-27	John_M._Lounge	JOINS	STS-51-I
1985-08-27	James_van_Hoften	JOINS	STS-51-I
1985-08-27	STS-51-I	DEPARTS	Earth
1985-08-27	STS-51-I	ARRIVES	LEO
1985-09-03	STS-51-I	DEPARTS	LEO
1985-09-03	STS-51-I	ARRIVES	Earth
1985-09-17	Soyuz_T-14_Spacecraft	SUPPORTS	Soyuz_T-14
1985-09-17	Vladimir_Vasyutin	JOINS	Soyuz_T-14
1985-09-17	Georgi_Grechko	JOINS	Soyuz_T-14
1985-09-17	Alexander_Alexandrovich_Volkov_(cosmonaut)	JOINS	Soyuz_T-14
1985-09-17	Soyuz_T-14	DEPARTS	Earth
1985-09-17	Soyuz_T-14	ARRIVES	LEO
1985-09-17	Soyuz_T-14_Spacecraft	SUPPORTS	Salyut_7
1985-09-17	Vladimir_Vasyutin	JOINS	Salyut_7
1985-09-17	Georgi_Grechko	JOINS	Salyut_7
1985-09-17	Alexander_Alexandrovich_Volkov_(cosmonaut)	JOINS	Salyut_7
1985-09-26	Soyuz_T-13_Spacecraft	SUPPORTS	Soyuz_T-13
1985-09-26	Vladimir_Dzhanibekov	JOINS	Soyuz_T-13
1985-09-26	Georgi_Grechko	JOINS	Soyuz_T-13
1985-09-26	Soyuz_T-13	DEPARTS	LEO
1985-09-26	Soyuz_T-13	ARRIVES	Earth
1985-09-27	TKS-4	SUPPORTS	Kosmos_1686
1985-09-27	Kosmos_1686	DEPARTS	Earth
1985-09-27	Kosmos_1686	ARRIVES	LEO
1985-10-02	TKS-4	SUPPORTS	Salyut_7
1985-10-02	Kosmos_1686	ENDS	
1985-10-03	Space_Shuttle_Atlantis	SUPPORTS	STS-51-J
1985-10-03	William_A._Pailes	JOINS	STS-51-J
1985-10-03	Ronald_J._Grabe	JOINS	STS-51-J
1985-10-03	Robert_L._Stewart	JOINS	STS-51-J
1985-10-03	Karol_J._Bobko	JOINS	STS-51-J
1985-10-03	David_C._Hilmers	JOINS	STS-51-J
1985-10-03	STS-51-J	DEPARTS	Earth
1985-10-03	STS-51-J	ARRIVES	LEO
1985-10-07	STS-51-J	DEPARTS	LEO
1985-10-07	STS-51-J	ARRIVES	Earth
1985-10-30	Space_Shuttle_Challenger	SUPPORTS	STS-61-A
1985-10-30	Wubbo_J._Ockels	JOINS	STS-61-A
1985-10-30	Steven_R._Nagel	JOINS	STS-61-A
1985-10-30	Reinhard_Furrer	JOINS	STS-61-A
1985-10-30	James_F._Buchli	JOINS	STS-61-A
1985-10-30	Henry_W._Hartsfield	JOINS	STS-61-A
1985-10-30	Guion_Bluford	JOINS	STS-61-A
1985-10-30	Ernst_Messerschmid	JOINS	STS-61-A
1985-10-30	Bonnie_J._Dunbar	JOINS	STS-61-A
1985-10-30	STS-61-A	DEPARTS	Earth
1985-10-30	STS-61-A	ARRIVES	LEO
1985-11-06	STS-61-A	DEPARTS	LEO
1985-11-06	STS-61-A	ARRIVES	Earth
1985-11-21	Soyuz_T-14_Spacecraft	SUPPORTS	Soyuz_T-14
1985-11-21	Vladimir_Vasyutin	JOINS	Soyuz_T-14
1985-11-21	Viktor_Savinykh	JOINS	Soyuz_T-14
1985-11-21	Alexander_Alexandrovich_Volkov_(cosmonaut)	JOINS	Soyuz_T-14
1985-11-21	Soyuz_T-14	DEPARTS	LEO
1985-11-21	Soyuz_T-14	ARRIVES	Earth
1985-11-26	Space_Shuttle_Atlantis	SUPPORTS	STS-61-B
1985-11-26	Sherwood_C._Spring	JOINS	STS-61-B
1985-11-26	Rodolfo_Neri_Vela	JOINS	STS-61-B
1985-11-26	Mary_L._Cleave	JOINS	STS-61-B
1985-11-26	Jerry_L._Ross	JOINS	STS-61-B
1985-11-26	Charles_D._Walker	JOINS	STS-61-B
1985-11-26	Bryan_D._O%27Connor	JOINS	STS-61-B
1985-11-26	Brewster_H._Shaw	JOINS	STS-61-B
1985-11-26	STS-61-B	DEPARTS	Earth
1985-11-26	STS-61-B	ARRIVES	LEO
1985-12-03	STS-61-B	DEPARTS	LEO
1985-12-03	STS-61-B	ARRIVES	Earth
1986-01-12	Space_Shuttle_Columbia	SUPPORTS	STS-61-C
1986-01-12	Steven_A._Hawley	JOINS	STS-61-C
1986-01-12	Robert_L._Gibson	JOINS	STS-61-C
1986-01-12	Robert_J._Cenker	JOINS	STS-61-C
1986-01-12	George_D._Nelson	JOINS	STS-61-C
1986-01-12	Franklin_R._Chang-Diaz	JOINS	STS-61-C
1986-01-12	Clarence_W._Nelson	JOINS	STS-61-C
1986-01-12	Charles_F._Bolden	JOINS	STS-61-C
1986-01-12	STS-61-C	DEPARTS	Earth
1986-01-12	STS-61-C	ARRIVES	LEO
1986-01-18	STS-61-C	DEPARTS	LEO
1986-01-18	STS-61-C	ARRIVES	Earth
1986-02-28	Space_Shuttle_Challenger	SUPPORTS	STS-51-L
1986-02-28	Dick_Scobee	JOINS	STS-51-L
1986-02-28	Michael_J._Smith_(astronaut)	JOINS	STS-51-L
1986-02-28	Ellison_S._Onizuka	JOINS	STS-51-L
1986-02-28	Judith_Resnik	JOINS	STS-51-L
1986-02-28	Ronald_E._McNair	JOINS	STS-51-L
1986-02-28	Gregory_Jarvis	JOINS	STS-51-L
1986-02-28	Christa_McAuliffe	JOINS	STS-51-L
1986-02-28	STS-51-L	DEPARTS	Earth
1986-02-28	STS-51-L	ARRIVES	Sub_Orbital
1986-02-28	STS-51-L	ENDS	
1986-02-20	Mir_Core	SUPPORTS	Mir
1986-02-20	Mir	DEPARTS	Earth
